,TOWN_CODE,LOCATION,ABE_DA,AEN_DA,AREA_TA,UN_NA,LASTMOD,POLY_LIST,splitArea
,2101,起大同路2段843號訖生產路,2018.10.11,2018.12.11,192.24,台灣電力公司台南區營業處,2019-01-14T18:13:40.633,"[120.21675761646756, 22.964732274334793]",8.0
,2104,起北安路一段176巷21弄(口),2018.10.11,2019.01.18,10,台灣自來水公司台南給水廠,2019-02-20T09:44:43.687,"[120.2090837636949, 23.018311614222075]",115.0
,2106,起安中路4段290巷288號(旁),2018.10.11,2018.12.09,1,雙子星有線電視股份有限公司,2019-01-23T10:40:48.333,"[120.1716193930104, 23.051892513750776]",183.0
,2101,裕敬5街62號,2018.10.12,2018.12.12,2.4,欣南天然氣股份有限公司,2019-03-05T10:38:43.833,"[120.2473412218759, 22.97891495701514]",29.0
,2103,公英5街39號,2018.10.12,2018.12.12,1.2,台灣自來水公司台南服務所,2018-12-17T09:08:31.810,"[120.21299858512087, 22.969346919669974]",8.0
,2101,起裕農路584-3號,2018.10.12,2018.12.12,8.34,台灣電力公司台南區營業處,2019-02-19T15:23:17.860,"[120.23477932813888, 22.9885217285212]",64.0
,2101,裕信2街17號,2018.10.12,2018.12.12,1,台灣自來水公司台南服務所,2018-12-17T09:02:06.223,"[120.24599465222799, 22.984454051125695]",47.0
,2103,公英5街39號(旁),2018.10.12,2018.12.23,4.2,中華電信公司台南營運處第二客網中心,2018-12-18T15:45:35.167,"[120.21297357159443, 22.969311827742175]",8.0
,2102,起民族路3段136號(與忠孝街轉角),2018.10.12,2019.01.12,2,台灣自來水公司台南服務所,2018-12-28T08:47:09.730,"[120.19642021916184, 22.99878656734245]",78.0
,2103,樹林街2段428號(旁),2018.10.12,2018.12.12,1.44,台灣電力公司台南區營業處,2018-12-03T08:21:19.120,"[120.19671116611386, 22.986354920926832]",42.0
,2108,龍埔街562巷20弄7號(對面),2018.10.12,2019.01.09,10.2,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-21T12:03:48.697,"[120.25337694183419, 23.03581943217914]",156.0
,2108,正南一街57巷23號,2018.10.12,2019.01.09,8.7,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-22T09:51:43.227,"[120.23164937513275, 23.025180851130038]",136.0
,2101,起東寧路63號(前),2018.10.12,2019.01.05,1.8,欣南天然氣股份有限公司,2019-02-15T17:09:42.603,"[120.22204830229674, 22.99196245575863]",63.0
,2108,起復興路128巷1弄4號,2018.10.12,2018.12.17,3.6,中華電信公司台南營運處第一客網中心四股,2018-12-19T10:43:12.817,"[120.2458199458389, 22.999075620670407]",83.0
,2108,起復國一路250巷12號,2018.10.12,2019.01.09,2.1,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-21T11:34:13.467,"[120.24664409606714, 23.007783787555717]",101.0
,2108,起永興路47號(等)訖永大一路108巷16號(等),2018.10.12,2018.12.24,9.6,中華電信公司台南營運處第一客網中心四股,2019-01-30T10:25:25.317,"[120.25926548376229, 23.017688154135445]",120.0
,2108,文賢街78巷21號,2018.10.12,2018.12.24,3,中華電信公司台南營運處第一客網中心四股,2019-01-30T11:08:05.307,"[120.27285018416927, 23.007601085461562]",104.0
,2101,起德昌路158號(斜對面),2018.10.13,2019.01.13,2,台灣自來水公司台南服務所,2019-01-15T14:27:58.107,"[120.23761424146828, 22.967699025331587]",10.0
,2106,起郡安路6段111巷36弄6號,2018.10.13,2019.01.13,3,台灣自來水公司台南服務所,2019-01-15T13:45:11.373,"[120.18500541086784, 23.025073531904603]",131.0
,2102,起臨安路一段175號(前),2018.10.13,2019.01.20,3,台灣自來水公司台南給水廠,2019-01-22T14:33:06.803,"[120.1923573112998, 23.000656856171712]",78.0
,2104,起文成二路198號(前),2018.10.13,2019.01.20,2.4,台灣自來水公司台南給水廠,2019-02-20T09:45:08.347,"[120.20506414901502, 23.0151009176598]",97.0
,2106,起育安2街135巷2號(對面)訖育安2街135巷(與育安2街口),2018.10.15,2019.01.13,32.4,欣南天然氣股份有限公司,2019-02-15T18:26:29.420,"[120.2156193312076, 23.049953375138585]",170.0
,2107,起中華西路2段63號(附近)訖中華西路2段73號,2018.10.15,2018.12.15,5.52,台灣電力公司台南區營業處,2018-12-13T15:30:25.517,"[120.18678030256616, 22.98838788627177]",59.0
,2102,起和緯路5段136號(對面巷內),2018.10.15,2018.12.15,1.2,台灣電力公司台南區營業處,2019-01-23T17:33:36.920,"[120.18310994151048, 23.005210775554833]",77.0
,2102,起民權路2段64巷7號(附近),2018.10.15,2018.12.15,7.8,台灣電力公司台南區營業處,2018-12-03T08:21:18.980,"[120.20493114852896, 22.99489585688206]",61.0
,2107,府前4街158號,2018.10.15,2018.12.15,15,台灣電力公司台南區營業處,2018-12-13T15:30:25.970,"[120.1852405317439, 22.996067941155044]",59.0
,2107,起古堡街72巷4/7號(等旁)訖古堡街74/104號(前),2018.10.15,2019.01.12,9,中華電信公司台南營運處第二客網中心,2019-01-08T11:04:06.093,"[120.16104889444301, 23.00360155600056]",74.0
,2108,180號(線)道路自5公里968公尺起至6公里15公尺訖,2018.10.15,2018.12.15,2.88,台灣電力公司台南區營業處,2019-01-19T17:14:53.437,"[120.26754895611985, 23.007001567082913]",103.0
,2108,177號(線)道路自4公里800公尺起至4公里800公尺訖,2018.10.15,2018.12.15,1.44,台灣電力公司台南區營業處,2019-01-19T17:14:30.797,"[120.26774250082643, 23.007312968338706]",103.0
,2108,180號(線)道路自5公里830公尺起至5公里900公尺訖,2018.10.15,2018.12.15,2.88,台灣電力公司台南區營業處,2019-01-19T17:16:47.463,"[120.26691793633209, 23.00587929297976]",85.0
,2108,180號(線)道路自6公里260公尺起至6公里320公尺訖,2018.10.15,2018.12.15,2.88,台灣電力公司台南區營業處,2019-01-19T17:16:31.980,"[120.26901141671183, 23.009226309384943]",103.0
,2108,180號(線)道路自6公里120公尺起至6公里180公尺訖,2018.10.15,2018.12.15,2.88,台灣電力公司台南區營業處,2019-01-19T17:17:01.963,"[120.26827329403478, 23.008116736174337]",103.0
,2108,180號(線)道路自6公里630公尺起至6公里700公尺訖,2018.10.15,2018.12.15,4.32,台灣電力公司台南區營業處,2019-01-19T17:18:32.800,"[120.27093886816789, 23.012003479291575]",104.0
,2108,180號(線)道路自6公里430公尺起至6公里550公尺訖,2018.10.15,2018.12.15,4.32,台灣電力公司台南區營業處,2019-01-19T17:17:17.693,"[120.27017406063064, 23.010864061933525]",103.0
,2102,起赤崁街15巷5號(側)訖赤崁街13號(等旁),2018.10.15,2019.01.12,4.32,中華電信公司台南營運處第二客網中心,2019-01-07T08:16:03.347,"[120.20220591795149, 22.997608009837126]",79.0
,2106,起安中路1段979號,2018.10.15,2019.01.15,1,台灣自來水公司台南服務所,2019-02-15T09:30:36.233,"[120.19167322872435, 23.04523646764065]",167.0
,2109,保興1街20號,2018.10.15,2018.12.15,7.2,台灣電力公司台南區營業處,2019-01-19T11:44:58.093,"[120.28257994328902, 22.96984477066346]",15.0
,2109,民生北街60號(等),2018.10.15,2018.12.21,4.8,中華電信公司台南營運處第一客網中心四股,2019-01-23T15:00:56.327,"[120.28143018492466, 22.969403240062295]",15.0
,2103,起金華路1段201號(1樓),2018.10.15,2019.01.15,1,台灣自來水公司台南服務所,2019-02-01T09:25:21.417,"[120.18998767456131, 22.96659513512744]",5.0
,2103,起鹽埕路202號,2018.10.15,2019.01.15,1,台灣自來水公司台南服務所,2019-02-01T09:13:53.490,"[120.18923720875883, 22.969302043022456]",5.0
,2108,國光7街(與永華路交叉口),2018.10.15,2018.12.15,45.44,台灣電力公司台南區營業處,2019-01-18T17:12:32.010,"[120.25940449756627, 23.009498308457562]",102.0
,2108,國光6街60號,2018.10.15,2018.12.15,97.6,台灣電力公司台南區營業處,2019-01-18T17:07:08.513,"[120.26051756040239, 23.007245378632224]",102.0
,2108,起國光6街37巷12號訖永華路32巷25號,2018.10.15,2018.12.15,120,台灣電力公司台南區營業處,2019-01-22T15:08:24.140,"[120.26042029188612, 23.00661233991195]",102.0
,2108,起永華路32巷(與崑山街口),2018.10.15,2018.12.15,88.4,台灣電力公司台南區營業處,2019-01-22T15:05:23.977,"[120.25994413232411, 23.006135375497205]",102.0
,2108,崑山街258巷(與國光5街22巷口),2018.10.15,2018.12.15,129.28,台灣電力公司台南區營業處,2019-01-19T14:47:01.510,"[120.26052132434836, 23.00565826861256]",84.0
,2108,崑山街,2018.10.15,2018.12.15,74.48,台灣電力公司台南區營業處,2019-01-19T14:40:26.967,"[120.25976925216659, 23.005708986333932]",84.0
,2108,崑山街215號,2018.10.15,2018.12.15,124,台灣電力公司台南區營業處,2019-01-19T14:28:23,"[120.25929076747613, 23.00448569440406]",84.0
,2108,國光3街(與崑山街交叉口),2018.10.15,2018.12.15,114.25,台灣電力公司台南區營業處,2019-01-22T15:14:58.987,"[120.2580904595267, 23.00412310852032]",84.0
,2108,正南一街105巷15號(邊),2018.10.15,2019.01.12,3.6,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-22T09:42:51.387,"[120.22968502025456, 23.024083048250592]",117.0
,2108,起自強路802巷1弄17號(邊),2018.10.15,2019.01.12,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-21T16:07:00.650,"[120.26473822646471, 23.037388470551843]",157.0
,2108,起北外環道路,2018.10.15,2018.12.15,128.8,台灣電力公司台南區營業處,2018-12-10T13:40:37.203,"[120.24647653454349, 23.061177561259534]",209.0
,2108,起北外環道路,2018.10.15,2018.12.15,41.2,台灣電力公司台南區營業處,2018-12-10T13:40:37.347,"[120.24773813764783, 23.059883531145633]",191.0
,2108,起北外環道路,2018.10.15,2018.12.15,85.5,台灣電力公司台南區營業處,2018-12-10T13:40:37.470,"[120.24940662269263, 23.060301846913475]",191.0
,2108,起北外環道路,2018.10.15,2018.12.15,24,台灣電力公司台南區營業處,2018-12-10T13:40:37.610,"[120.26328134303353, 23.060620419078415]",211.0
,2108,起北外環道路,2018.10.15,2018.12.15,81.5,台灣電力公司台南區營業處,2018-12-10T13:40:37.750,"[120.26313727543773, 23.060999167619055]",211.0
,2108,起北外環道路,2018.10.15,2018.12.15,33.6,台灣電力公司台南區營業處,2018-12-10T13:40:37.893,"[120.26700085264098, 23.06080960450697]",211.0
,2101,起裕義路332號,2018.10.15,2019.01.27,6,台灣自來水公司台南給水廠,2019-01-23T14:03:44.673,"[120.24784892732907, 22.98205813082123]",47.0
,2101,起崇學路96巷36號,2018.10.15,2019.01.26,6,台灣自來水公司台南給水廠,2019-03-02T09:52:55.907,"[120.22366960293692, 22.97845194633351]",27.0
,2115,起中正路三段209號,2018.10.16,2018.11.16,3,中華電信公司台南營運處第一客網中心四股,2018-12-03T14:25:43.273,"[120.25434381717119, 22.97757163307639]",30.0
,2115,起太子路8巷19號(對面),2018.10.16,2018.11.13,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-11-12T09:10:22.890,"[120.27236771160331, 22.992629734021847]",68.0
,2115,起太乙路96.105.86號,2018.10.16,2018.11.16,4.32,台灣電力公司台南區營業處,2018-12-06T09:13:55.977,"[120.24976331645189, 22.98455270774044]",47.0
,2115,起太乙路,2018.10.16,2018.11.16,1.44,台灣電力公司台南區營業處,2018-12-06T09:15:22.290,"[120.24966731636978, 22.982683915182445]",47.0
,2115,起太子路77號,2018.10.16,2018.11.16,1.44,台灣電力公司台南區營業處,2018-12-28T16:17:39.160,"[120.26957031019184, 22.991632566758433]",67.0
,2102,起西和路220號(後永和街137號旁),2018.10.16,2019.01.16,1,台灣自來水公司台南服務所,2019-01-30T18:35:45.683,"[120.19181704880705, 23.001888584360486]",77.0
,2101,起大同路(生產路口)訖生產路(平交道前),2018.10.16,2018.12.30,192.5,台灣自來水公司第六區管理處,2018-12-25T10:30:58.620,"[120.2168215926905, 22.96473856491591]",8.0
,2103,起金華路1段429號(附近),2018.10.16,2018.12.16,2.4,台灣電力公司台南區營業處,2018-12-13T15:30:29.483,"[120.19047980141748, 22.970862354420404]",23.0
,2101,崇善11街21號(東),2018.10.17,2018.12.17,1.8,欣南天然氣股份有限公司,2018-12-20T10:52:52.390,"[120.23149285972976, 22.970304107397784]",28.0
,2107,起建平6街46號(對面)訖建平6街(與建平6街80巷口),2018.10.17,2019.01.14,10.2,欣南天然氣股份有限公司,2019-01-30T16:34:05.400,"[120.18478327060936, 22.987145731354133]",41.0
,2107,建平6街51/53號(旁等),2018.10.17,2019.01.14,4.8,中華電信公司台南營運處第二客網中心,2019-01-10T08:24:50.843,"[120.18462203862113, 22.987158362303823]",41.0
,2103,起健康路2段53巷51弄7號(邊),2018.10.17,2018.12.17,0.6,台灣電力公司台南區營業處,2019-02-26T17:22:24.927,"[120.19586890662126, 22.980376945513214]",42.0
,2103,起健康路2段533巷12號(以南路口及)訖新樂路1之11號(前),2018.10.17,2018.12.17,2.88,台灣電力公司台南區營業處,2019-01-15T19:08:04.680,"[120.18266773876957, 22.98183164606417]",41.0
,2102,友愛街209號,2018.10.17,2018.12.17,3.85,台灣電力公司台南區營業處,2019-01-25T09:28:35.050,"[120.19728817480674, 22.991932311529666]",60.0
,2104,起林森路3段155號,2018.10.17,2019.01.17,4,台灣自來水公司台南服務所,2019-01-30T08:36:41.597,"[120.22470966450051, 23.0044845157661]",81.0
,2107,古堡街70/78號(旁等),2018.10.17,2019.01.14,3.6,中華電信公司台南營運處第二客網中心,2019-01-08T11:04:06.263,"[120.16085597319366, 23.003364351597767]",74.0
,2101,府東街249號(旁等),2018.10.17,2018.12.29,10.2,中華電信公司台南營運處第二客網中心,2019-01-04T16:08:42.640,"[120.21240754303193, 22.98754170504466]",44.0
,2101,起東門路3段262巷1號(前),2018.10.17,2018.12.17,0.72,中華電信公司台南營運處第二客網中心,2019-01-17T08:17:17.107,"[120.23582779724383, 22.976067051192885]",28.0
,2101,起東興路38號,2018.10.17,2018.12.17,4.44,台灣電力公司台南區營業處,2019-02-19T15:22:55.547,"[120.22875206971904, 22.991241857153494]",63.0
,2104,起海安路3段985巷51號(北),2018.10.18,2019.01.15,1.8,欣南天然氣股份有限公司,2018-12-28T08:47:09.070,"[120.19839688249962, 23.019168995813473]",114.0
,2104,起海安路3段985巷46號(旁等),2018.10.18,2019.01.15,4.92,中華電信公司台南營運處第二客網中心,2019-01-10T08:24:50.750,"[120.19828290239242, 23.01913374514685]",114.0
,2107,建平1街189巷86號(等7戶),2018.10.18,2019.01.18,4,台灣自來水公司台南服務所,2019-02-01T08:58:49.627,"[120.17532541982362, 22.98404994895979]",40.0
,2103,公英5街39號,2018.10.18,2018.12.18,4.2,台灣電力公司台南區營業處,2019-02-22T17:46:00.513,"[120.21298592385226, 22.969375133766928]",8.0
,2106,起館安2路(環管5路口東142米),2018.10.18,2019.01.18,2,台灣自來水公司台南服務所,2019-02-11T11:28:58.067,"[120.23133808242112, 23.066753774385727]",208.0
,2101,起小東路訖前鋒路成大光復校區門路,2018.10.18,2018.12.01,197.63,台南市停車管理處,2018-11-23T11:55:26.313,"[120.21669291749126, 23.001310899154912]",80.0
,2101,起小東路訖成大光復校區門口勝利路,2018.10.18,2018.12.01,108.13,台南市停車管理處,2018-11-23T11:55:26.687,"[120.2181634894445, 23.001174694540858]",80.0
,2101,起小東路訖勝利路成大護理學院路(門口),2018.10.18,2018.12.01,105.81,台南市停車管理處,2018-11-23T11:55:27.453,"[120.22012461394414, 23.000690153530982]",80.0
,2101,起小東路訖長榮路成大護理學院路(門口),2018.10.18,2018.12.01,108.25,台南市停車管理處,2018-11-23T11:55:28.123,"[120.22173121808527, 23.00089915353826]",81.0
,2102,起公園路95號(前),2018.10.18,2019.01.15,0.6,欣南天然氣股份有限公司,2019-02-20T17:51:12.353,"[120.20586064922914, 22.996026613574422]",61.0
,2104,起中華北路2段88號(前),2018.10.19,2019.01.16,0.72,中華電信公司台南營運處第二客網中心,2019-01-10T08:24:50.937,"[120.19763122766237, 23.019566464520903]",114.0
,2102,建安街51巷30號(旁),2018.10.19,2019.01.16,4.8,中華電信公司台南營運處第二客網中心,2019-01-10T08:24:51.047,"[120.1954145320056, 22.987795741039456]",42.0
,2104,起公園路630-3號(前)訖公園路(交叉口),2018.10.19,2019.01.16,1.8,中華電信公司台南營運處第二客網中心,2019-02-19T08:40:56.903,"[120.21000517749492, 23.007519750663896]",97.0
,2108,文賢街(與信義街口),2018.10.20,2018.12.20,1.44,台灣電力公司台南區營業處,2019-01-10T15:55:33.980,"[120.27197084351153, 23.010738687716646]",104.0
,2104,起文賢路589/877號(旁等)訖文賢路996/1192號(等旁),2018.10.20,2019.01.17,35.28,中華電信公司台南營運處第二客網中心,2019-01-14T09:34:22.417,"[120.19390628562692, 23.01223062175793]",96.0
,2104,起文賢路210/996-2號訖文賢路197號(大興街口),2018.10.20,2019.01.17,44.64,中華電信公司台南營運處第二客網中心,2019-01-14T09:34:22.683,"[120.193950832011, 23.011299465473872]",96.0
,2104,起海安路3段113號(前),2018.10.21,2019.01.18,1.62,欣南天然氣股份有限公司,2019-02-19T18:35:46.490,"[120.19984395302654, 23.00408155152573]",78.0
,2101,裕信2街19號,2018.10.22,2018.12.22,2.4,台灣電力公司台南區營業處,2019-01-19T16:14:52.733,"[120.24601340879123, 22.98444434350581]",47.0
,2101,起裕農路936號,2018.10.22,2018.12.24,4.8,中華電信公司台南營運處第一客網中心四股,2019-02-22T14:24:23.043,"[120.24440451583153, 22.989925106135235]",65.0
,2106,起生態街(與)訖永續20街(口以南約50M處),2018.10.22,2018.12.22,3.9,台灣電力公司台南區營業處,2019-01-15T15:08:54.270,"[120.17886700688216, 23.023737799839946]",112.0
,2107,建平5街150巷9號(對面),2018.10.22,2019.01.21,1,台灣自來水公司台南服務所,2019-01-30T16:24:34.103,"[120.17712967584986, 22.988213018108862]",58.0
,2102,起民族路2段107號(旁),2018.10.22,2019.01.19,0.72,中華電信公司台南營運處第二客網中心,2019-02-15T17:06:17.587,"[120.20871964933775, 22.99466398670862]",61.0
,2104,起北安路1段94巷7弄5號,2018.10.22,2018.12.22,1.44,台灣電力公司台南區營業處,2018-12-28T16:45:03.097,"[120.21100415831616, 23.01780166929329]",115.0
,2101,起裕農路986號,2018.10.22,2018.12.24,6,中華電信公司台南營運處第一客網中心四股,2019-02-22T15:09:55.460,"[120.24568263803828, 22.990154272201778]",65.0
,2108,國光5街6號(邊),2018.10.22,2018.12.22,1.8,台灣電力公司台南區營業處,2019-01-24T16:36:54.390,"[120.26088094388186, 23.005184433078817]",85.0
,2115,182號(線)道路自6公里631公尺起至6公里631公尺訖,2018.10.22,2019.01.22,11.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2019-01-22T14:31:42.513,"[120.25010682777595, 22.972178922439067]",29.0
,2106,起北安路3段(與台江大道交叉口),2018.10.22,2019.01.22,3,台灣自來水公司台南服務所,2019-02-19T08:41:44.147,"[120.21372399495266, 23.0559533351403]",188.0
,2107,起華平路21巷18弄1號(斜對面),2018.10.22,2019.01.22,1,台灣自來水公司台南服務所,2019-02-01T08:58:36.567,"[120.17356508067131, 22.984311318980073]",40.0
,2101,起崇道路25號訖崇道路19巷17號(前),2018.10.22,2018.12.31,2.64,台灣電力公司台南區營業處,2019-03-04T10:55:36.273,"[120.2260637366754, 22.97217327128241]",27.0
,2110,起全興里竹子腳路98-11號,2018.10.22,2019.01.19,5.78,台灣自來水股份有限公司第六區管理處新市服務所,2019-02-20T08:48:30.840,"[120.29156483712705, 23.030932292610952]",142.0
,2107,起郡平路378號(邊),2018.10.22,2019.01.22,1,台灣自來水公司台南服務所,2019-01-30T16:27:50.567,"[120.16206453956596, 22.9895787872113]",56.0
,2106,起本田路3段221號,2018.10.22,2019.01.22,1.5,台灣自來水公司台南服務所,2018-12-28T08:47:10.587,"[120.1630764598431, 23.043565187242724]",165.0
,2106,起樂活16街(與)訖樂活26街(口),2018.10.22,2018.12.22,4.98,台灣電力公司台南區營業處,2019-02-20T16:47:22.907,"[120.18363575604411, 23.024027501533148]",113.0
,2104,起和緯路1段160號,2018.10.22,2018.12.22,11.64,台灣電力公司台南區營業處,2019-01-19T16:30:14.210,"[120.21301734910998, 23.010066042565573]",98.0
,2108,中正3街478號,2018.10.22,2018.12.22,136.8,台灣電力公司台南區營業處,2019-01-24T15:30:31.537,"[120.24849322601112, 23.038174214704263]",155.0
,2104,起公園路585/585-2/585-8號(旁等)訖公園路589-2/589-11/756號(旁等),2018.10.22,2019.01.19,5.76,中華電信公司台南營運處第二客網中心,2019-01-16T10:51:29.833,"[120.21110153090018, 23.01177028993131]",97.0
,2110,起全興里竹子腳路101-30號,2018.10.22,2019.01.19,1.65,台灣自來水股份有限公司第六區管理處新市服務所,2019-02-20T09:03:57.813,"[120.28821126423344, 23.029926453425375]",141.0
,2101,東智街21號(東側),2018.10.22,2018.12.19,2.4,欣南天然氣股份有限公司,2018-12-20T09:41:08.720,"[120.22915442484475, 22.96288914673667]",9.0
,2101,起德昌路26巷(與德昌路以北30米處)訖仁和路199巷10號,2018.10.23,2018.12.22,21.84,台灣電力公司台南區營業處,2019-02-14T09:25:53.197,"[120.23737613322024, 22.96523465300098]",10.0
,2101,起德昌路77號(等旁),2018.10.23,2018.12.23,20.4,中華電信公司台南營運處第二客網中心,2019-01-02T10:35:15.943,"[120.23746325347904, 22.965441293541392]",10.0
,2101,裕英街(與裕信路交叉口),2018.10.23,2018.12.23,2.4,台灣電力公司台南區營業處,2019-01-21T08:27:59.297,"[120.24520532121251, 22.986771938266866]",47.0
,2108,國光5街6號(邊),2018.10.23,2018.12.23,2.4,台灣電力公司台南區營業處,2019-02-26T17:29:03.040,"[120.26083470519069, 23.00524545618383]",85.0
,2108,177號(線)道路自2公里415公尺起至2公里510公尺訖,2018.10.23,2018.12.23,75,台灣電力公司台南區營業處,2018-12-20T13:34:20.917,"[120.25930972557077, 23.025812071737743]",138.0
,2101,起林森路2段190巷18弄1號,2018.10.23,2019.02.03,10,台灣自來水公司台南給水廠,2019-01-28T15:17:54.250,"[120.22514593189251, 22.98920769858947]",63.0
,2101,東成街58號(旁等),2018.10.24,2018.12.31,30,中華電信公司台南營運處第二客網中心,2018-12-25T10:30:56.777,"[120.23339372939635, 22.979899837009558]",46.0
,2101,起德祥街166號(旁)訖德昌路158號,2018.10.24,2018.12.31,8.4,台灣電力公司台南區營業處,2019-01-25T14:56:11.040,"[120.23766053129134, 22.967820602410043]",10.0
,2101,東成街59號,2018.10.24,2018.12.31,5.1,台灣電力公司台南區營業處,2019-02-26T16:41:19.753,"[120.23324567805173, 22.979903611214915]",46.0
,2101,起德祥街176號(3戶)訖德昌路175號(2戶),2018.10.24,2018.12.31,11,台灣自來水公司台南服務所,2019-02-01T09:30:20.830,"[120.23760854281764, 22.967784211353163]",10.0
,2101,德祥街185號,2018.10.24,2018.12.31,1,台灣自來水公司台南服務所,2019-01-08T09:03:42.093,"[120.23722727719257, 22.968053215418085]",10.0
,2101,起自由路1段196巷16號,2018.10.24,2018.12.31,17,台灣電力公司台南區營業處,2019-02-01T09:16:59.353,"[120.23724881788173, 22.9681300675482]",10.0
,2106,起館安2路和館段30地號,2018.10.24,2018.12.24,10.2,台灣電力公司台南區營業處,2019-01-17T10:09:30.553,"[120.23130942750315, 23.066724410425987]",208.0
,2101,起東成街70號(西側)訖東成街56巷(基地內土路),2018.10.24,2018.12.31,6,欣南天然氣股份有限公司,2018-12-24T09:05:11.120,"[120.23356993744454, 22.979029528573363]",46.0
,2101,東成街56巷30號(斜對面),2018.10.24,2018.12.31,46,台灣自來水公司台南服務所,2019-02-01T09:31:48.317,"[120.23329864336242, 22.979170710017986]",46.0
,2106,安豐6街99號(對面),2018.10.24,2019.01.24,1,台灣自來水公司台南服務所,2019-02-25T08:58:13.070,"[120.21427691616785, 23.046659208595337]",170.0
,2109,182號(線)道路自8公里930公尺起至9公里120公尺訖,2018.10.24,2018.12.22,8,台灣電力公司台南區營業處,2018-12-11T17:19:59.620,"[120.27478319061329, 22.968887273128313]",14.0
,2101,起德昌路108號(北側)訖德祥街170號(前),2018.10.24,2018.12.31,2.4,欣南天然氣股份有限公司,2019-01-28T17:39:35.897,"[120.23761831518831, 22.967771595347433]",10.0
,2101,東成街56巷16號,2018.10.24,2018.12.31,2.4,台灣電力公司台南區營業處,2018-12-25T10:30:58.947,"[120.2332597451755, 22.979464077596816]",46.0
,2108,起中華2路301號,2018.10.24,2018.12.24,3.24,台灣電力公司台南區營業處,2019-01-24T15:54:58.550,"[120.23353571356036, 23.0084663698042]",100.0
,2108,177號(線)道路自1公里750公尺起至1公里752公尺訖,2018.10.24,2019.01.21,2,台灣自來水股份有限公司第六區管理處永康服務所,2019-01-16T10:51:37.020,"[120.25619614305961, 23.030082388465495]",138.0
,2109,大順街352號,2018.10.25,2018.12.25,217.2,台灣電力公司台南區營業處,2019-01-28T17:02:43.027,"[120.28218943674491, 22.96515433635906]",15.0
,2109,大順街310號,2018.10.25,2018.12.25,237.6,台灣電力公司台南區營業處,2019-01-28T17:00:04.173,"[120.28381632849944, 22.965499832731435]",15.0
,2109,中山七街49號,2018.10.25,2018.12.25,127.2,台灣電力公司台南區營業處,2019-01-28T16:55:36.303,"[120.28418407471078, 22.967012283339727]",15.0
,2109,182號(線)道路自10公里80公尺起至10公里150公尺訖,2018.10.25,2018.12.25,2.88,台灣電力公司台南區營業處,2018-12-25T10:30:59.277,"[120.2842024616065, 22.967852342797677]",15.0
,2109,182號(線)道路自9公里800公尺起至9公里900公尺訖,2018.10.25,2018.12.25,1.44,台灣電力公司台南區營業處,2018-12-25T10:30:59.447,"[120.28090578071955, 22.968305035683645]",15.0
,2137,起大洲里路26號,2018.10.25,2019.01.22,3.58,台灣自來水股份有限公司第六區管理處新市服務所,2019-03-04T14:27:28.860,"[120.2624950568306, 23.07155232637621]",229.0
,2104,起育德2路441號(邊以南),2018.10.26,2018.12.26,12.6,台灣電力公司台南區營業處,2019-02-01T09:36:38.363,"[120.20217044599345, 23.017229522418713]",115.0
,2101,起裕孝路58號(邊),2018.10.26,2019.01.26,1,台灣自來水公司台南服務所,2019-01-04T08:18:46.663,"[120.24335036233364, 22.98832719676391]",65.0
,2108,起崑大路37號(右邊),2018.10.26,2019.01.23,9.8,台灣自來水股份有限公司第六區管理處永康服務所,2019-03-05T09:20:26.523,"[120.2582938041402, 23.000021852708596]",84.0
,2108,起中正路712號(邊),2018.10.26,2019.01.23,1.08,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-26T14:27:48.990,"[120.24307377376793, 23.036001852646415]",155.0
,2108,仁愛街398號,2018.10.26,2019.01.23,10.02,台灣自來水股份有限公司第六區管理處永康服務所,2019-01-16T10:51:37.490,"[120.2433676770673, 23.05304695866236]",191.0
,2108,起大灣東路61號,2018.10.26,2019.01.23,2.4,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-26T14:26:10.983,"[120.26101833049384, 22.998729324344836]",85.0
,2108,起中山路185巷25號(對面),2018.10.26,2019.01.23,6,台灣自來水股份有限公司第六區管理處永康服務所,2019-03-05T09:11:46.350,"[120.25485500556631, 23.032417486435442]",138.0
,2108,起大灣東路609號(旁),2018.10.26,2019.01.23,1.2,台灣自來水股份有限公司第六區管理處永康服務所,2019-03-05T14:53:47.403,"[120.27310736541295, 23.00371462707536]",86.0
,2109,南潭三街165巷3弄2號(旁),2018.10.26,2018.12.31,1.2,中華電信公司台南營運處第一客網中心四股,2019-03-01T13:02:27.497,"[120.2825163600711, 22.98900788257035]",69.0
,2104,起開元路485巷20號(南側),2018.10.26,2019.01.07,6,中華電信公司台南營運處第一客網中心四股,2019-02-21T16:05:28.983,"[120.22460358888652, 23.010761190028475]",99.0
,2107,起文平路187巷(內),2018.10.26,2019.02.28,3,台灣自來水公司台南給水廠,2019-02-25T14:15:05.060,"[120.17754490689366, 22.9868751892098]",40.0
