0,1,2,3,4,5,6,7,8,9,10,11,12,13,hole,splitArea
3583,1080300034,2019/03/04 22:46:32,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,大勇街與大智街口溝蓋提升等多處搶修,經度:120.19775830426 緯度:22.995436054921X_97坐標:167755.74 Y_97坐標:2544002.69,0,60.0
3584,1080300033,2019/03/04 21:28:34,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,小東路338號前人行道磚破損等多處搶修,經度:120.231388125584 緯度:22.9812673847128X_97坐標:171195.33 Y_97坐標:2542415.19,0,46.0
3634,1080200246,2019/02/27 17:24:20,結案,PC,第一工務大隊,王雅欣,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區,經度:120.202896609251 緯度:22.9800419471962X_97坐標:168273.27 Y_97坐標:2542295.07,0,43.0
3750,1080200120,2019/02/20 09:06:43,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.178431944535 緯度:22.9984406431495X_97坐標:165776.21 Y_97坐標:2544346.39,0,76.0
3771,1080200093,2019/02/18 10:38:24,結案,PC,第一工務大隊,王雅欣,路面坑洞,北區,鋪面,路面坑洞,,北區和緯路三段296號前人行道地磚破損等7件搶修,經度:120.196300399973 緯度:23.0103575173384X_97坐標:167615.33 Y_97坐標:2545655.92,0,96.0
3773,1080200091,2019/02/18 10:12:15,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.163466903102 緯度:22.9998015260934X_97坐標:164242.84 Y_97坐標:2544505.77,0,75.0
3775,1080200089,2019/02/18 09:14:04,結案,PC,第一工務大隊,王雅欣,路面坑洞,北區,鋪面,路面坑洞,,北區和緯路二段207號前人行道旁(鄰道路)側邊水泥碎石移除等11件搶修,經度:120.205757157031 緯度:23.0121150909407X_97坐標:168585.81 Y_97坐標:2545845.27,1,97.0
3784,1080200076,2019/02/15 10:08:07,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,安西一街33-39號,經度:120.206879369072 緯度:23.030866497834X_97坐標:168712.09 Y_97坐標:2547921.19,0,133.0
3785,1080200075,2019/02/15 10:04:11,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,海佃路一段59號及107號,經度:120.191889263754 緯度:23.0223466198957X_97坐標:167170.46 Y_97坐標:2546986.09,2,113.0
3823,1080200029,2019/02/11 14:26:43,結案,PC,第一工務大隊,黃富美,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,安平區,經度:120.164933849827 緯度:22.9994821981378X_97坐標:164393.03 Y_97坐標:2544469.55,1,75.0
3825,1080200026,2019/02/11 09:31:28,結案,PC,第一工務大隊,黃富美,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,安平區,經度:120.174492223148 緯度:22.9981093438422X_97坐標:165372.1 Y_97坐標:2544311.97,0,76.0
3889,1080100194,2019/01/29 10:17:49,結案,PC,第三工務大隊,王培維,路面破(龜)裂,新化區,鋪面,路面破(龜)裂,,新化區北勢里北勢路等路面改善工程,經度:120.290201246838 緯度:23.0462642029523X_97坐標:177260.44 Y_97坐標:2549582.5,0,178.0
3892,1080100191,2019/01/29 10:00:09,結案,PC,第三工務大隊,王培維,路面破(龜)裂,新化區,鋪面,路面破(龜)裂,,新化區太平里中正路590巷道路改善工程,經度:120.305064486583 緯度:23.0428327206063X_97坐標:178781.86 Y_97坐標:2549195.19,0,179.0
3893,1080100190,2019/01/29 09:57:55,結案,PC,第三工務大隊,王培維,路面破(龜)裂,新化區,鋪面,路面破(龜)裂,,新化區武安里正新南路及健康路鋪面改善工程,經度:120.306647683097 緯度:23.0320516116767X_97坐標:178938.46 Y_97坐標:2548000.53,0,143.0
3894,1080100189,2019/01/29 09:54:57,結案,PC,第三工務大隊,王培維,路面破(龜)裂,新化區,鋪面,路面破(龜)裂,,新化區太平里太平街6號至24號道路改善工程,經度:120.308567392547 緯度:23.0398203270836X_97坐標:179139.28 Y_97坐標:2548859.9,0,161.0
3907,1080100174,2019/01/25 15:24:23,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.185958867536 緯度:22.9937302127786X_97坐標:166544.98 Y_97坐標:2543820.45,0,59.0
3908,1080100173,2019/01/25 15:14:28,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.150638911766 緯度:22.9951984555106X_97坐標:162924.76 Y_97坐標:2544003.58,2,55.0
3911,1080100167,2019/01/25 14:52:26,結案,PC,第一工務大隊,黃富美,路面坑洞,安平區,鋪面,路面坑洞,,安平區,經度:120.170928776763 緯度:22.9898643271661X_97坐標:165001.61 Y_97坐標:2543400.97,0,57.0
3918,1080100155,2019/01/24 09:25:05,結案,PC,第一工務大隊,吳建中,人手孔周圍沉陷或損壞,安南區,鋪面,人手孔周圍沉陷或損壞,,慶和路二段與館前南路口,經度:120.223327975869 緯度:23.0490806947978X_97坐標:170408.702 Y_97坐標:2549929.205,0,171.0
3920,1080100153,2019/01/23 16:30:00,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,安明路二段與本田路口左轉彎車道,經度:120.15841695435 緯度:23.0402457028272X_97坐標:163750.847 Y_97坐標:2548987.584,0,146.0
3939,1080100132,2019/01/21 11:38:42,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,怡安路一段262巷63號前及頂安街399巷2號,經度:120.209969482383 緯度:23.0432439768963X_97坐標:169036.21 Y_97坐標:2549290.17,0,169.0
3957,1080100106,2019/01/19 12:06:23,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,開山路(延平郡王祠前),開山路(延平郡王祠前)地磚鬆動破損等多處搶修,經度:120.208446936877 緯度:22.9879452306365X_97坐標:168847.09 Y_97坐標:2543167.2,0,43.0
3959,1080100104,2019/01/19 11:16:22,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,崇德路與崇明17街口掏空等多處搶修,經度:120.225595864325 緯度:22.9788498922297X_97坐標:170600.02 Y_97坐標:2542150.6,0,27.0
3967,1080100093,2019/01/17 14:57:07,結案,PC,第一工務大隊,黃富美,路面坑洞,安平區,鋪面,路面坑洞,,安平區,經度:120.171120263809 緯度:22.9935673027623X_97坐標:165023.56 Y_97坐標:2543810.93,0,57.0
3971,1080100088,2019/01/17 09:29:40,結案,PC,第一工務大隊,吳建中,修補變壞,安南區,鋪面,修補變壞,,慈安路113-117號,經度:120.206644400084 緯度:23.0325554828762X_97坐標:168689.02 Y_97坐標:2548108.36,0,133.0
3978,1080100079,2019/01/14 14:45:26,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,古堡街54號,經度:120.161410996377 緯度:23.0019355642525X_97坐標:164033.42 Y_97坐標:2544743.3,0,74.0
3982,1080100075,2019/01/14 09:24:12,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,永華路,經度:120.15851755367 緯度:22.9913467399503X_97坐標:163730.06 Y_97坐標:2543572.38,0,56.0
3984,1080100073,2019/01/14 09:15:52,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平路,經度:120.165755950937 緯度:22.999542516782X_97坐標:164477.35 Y_97坐標:2544475.75,0,75.0
3985,1080100072,2019/01/14 09:08:18,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,世平一街與州安三街,經度:120.147131828584 緯度:22.9925731805823X_97坐標:162563.51 Y_97坐標:2543714.94,0,55.0
3986,1080100071,2019/01/14 09:03:24,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,安平區,健康三街696號前,經度:120.168808995068 緯度:22.9900328290715X_97坐標:164784.38 Y_97坐標:2543420.86,0,57.0
4022,1080100026,2019/01/08 16:27:05,結案,PC,第一工務大隊,黃富美,路面鋪面變形推擠,安平區,鋪面,路面鋪面變形推擠,,安平區建平路與建平11街,經度:120.183688661575 緯度:22.9942836347939X_97坐標:166312.57 Y_97坐標:2543883.03,1,59.0
4024,1080100024,2019/01/08 11:59:34,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,慈興一街與慈興路口路面塌陷修補後標線恢復等搶修,經度:120.151168953862 緯度:23.0628616815359X_97坐標:163022.532 Y_97坐標:2551496.415,0,199.0
4041,1071200020,2018/12/25 10:59:56,結案,PC,原宏營造有限公司,張巡查,路面坑洞,永康區,鋪面,路面坑洞,,test,經度:120.256914347701 緯度:23.0321605994145X_97坐標:173841.17 Y_97坐標:2548037.6,1,138.0
4043,1071200003,2018/12/08 09:14:19,已派工,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,我的位置,金華路四段5號,經度:120.195969319067 緯度:23.0018615748905X_97坐標:167576.23 Y_97坐標:2544715.26,0,78.0
4058,1071000015,2018/10/15 14:34:57,錄案,手機,養護工程科一股,朱利安,鋪面正常,東區,鋪面,鋪面正常,測試,東門路三段258號,經度:120.236123714495 緯度:22.9761657714844X_97坐標:171677.93 Y_97坐標:2541847.7,1,28.0
4059,1071000008,2018/10/12 09:49:10,派工中,手機,原宏營造有限公司,張巡查,路面坑洞,北區,鋪面,路面坑洞,,臺南公園,經度:120.212565128775 緯度:23.0011386716503X_97坐標:169277.15 Y_97坐標:2544625.97,0,80.0
4087,1070800003,2018/08/07 16:56:08,,手機,,,路面車轍,行政區,鋪面,路面車轍,通報里程點,ｏｏ區ｏｏ路ｏｏ號,經度:120.227689 緯度:22.99107X_97坐標:170821.75 Y_97坐標:2543502.72,0,63.0
